화면명,화면경로,ID,사용,코드유형,ko,en,ja,zh-TW,zh-CN,es,vi,original ko,original en,original ja,original zh-TW,original zh-CN,original es,original vi,BE 에러코드,공통버튼(B),공통(C),10/22 Backup original ja
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S01235,미사용,,주문 내용과 약관에 동의합니다,I have read and agree to the terms and conditions,注文内容と規約に同意します。,同意訂單內容和條款。,同意订单内容和条款。,He leído y acepto los términos y condiciones,Tôi đồng ý với các điều khoản và nội dung đặt hàng.,주문 내용과 약관에 동의합니다,I have read and agree to the terms and conditions,注文内容と規約に同意します。,同意訂單內容和條款。,同意订单内容和条款。,He leído y acepto los términos y condiciones,Tôi đồng ý với các điều khoản và nội dung đặt hàng.,,,,注文内容と規約に同意します
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S01236,미사용,,{{num}}{{str}} 결제하기,Place your order,{{num}} {{str}}支払う,{{num}}{{str}}結算,{{num}}{{str}}结算,Levanta tu pedido,{{num}}{{str}} Thanh toán,{{num}}{{str}} 결제하기,Place your order,{{num}} {{str}}支払う,{{num}}{{str}}結算,{{num}}{{str}}结算,Levanta tu pedido,{{num}}{{str}} Thanh toán,,,,{{num}} {{str}}支払う
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S01238,미사용,,배송 시 요청 사항을 선택해 주세요,Add delivery instructions,配送の際の要請事項を選択してください。,請選擇配送時的要求事項。,请选择配送时的要求事项。,Agregar instrucciones de entrega,Vui lòng chọn yêu cầu khi giao hàng.,배송 시 요청 사항을 선택해 주세요,Add delivery instructions,配送の際の要請事項を選択してください。,請選擇配送時的要求事項。,请选择配送时的要求事项。,Agregar instrucciones de entrega,Vui lòng chọn yêu cầu khi giao hàng.,,,,配送の際の要請事項を選択してください。
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S01239,미사용,,적용 취소,Cancel using points,適用のキャンセル,取消應用,取消应用,Cancelar utilizando puntos,Hủy áp dụng,적용 취소,Cancel using points,適用のキャンセル,取消應用,取消应用,Cancelar utilizando puntos,Hủy áp dụng,,,,適用のキャンセル
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S01240,미사용,,주문 상품에 대한 배송 옵션을 선택해주세요,Please choose delivery option,注文商品に対する配送オプションを選択してください。,請選擇訂購商品的配送選項。,请选择订购商品的配送选项。,"Por favor, selecciona una opción de entrega",Vui lòng chọn tùy chọn giao hàng cho các sản phẩm đã đặt.,주문 상품에 대한 배송 옵션을 선택해주세요,Please choose delivery option,注文商品に対する配送オプションを選択してください。,請選擇訂購商品的配送選項。,请选择订购商品的配送选项。,"Por favor, selecciona una opción de entrega",Vui lòng chọn tùy chọn giao hàng cho các sản phẩm đã đặt.,,,,注文商品に対する配送オプションを選択してください。
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S01241,사용,일반,상품 내역 닫기,View less,商品の履歴を閉じる,關閉全部視圖,关闭全部视图,Ver menos,Đóng chi tiết sản phẩm,상품 내역 닫기,View less,商品の履歴を閉じる,關閉全部視圖,关闭全部视图,Ver menos,Đóng chi tiết sản phẩm,,,,商品の履歴を閉じる
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S01242,사용,에러,{{str}}에서 출고되는 해외 배송 주문입니다. <0>해외 배송용 주소지로 변경해주세요.</0>,This order will be shipped from {{str}}. <0>Please update your shipping address for international shipping.</0>,{{str}}から出荷される海外配送注文です。<0>海外配送用の住所に変更してください。</0>,從{{str}}出庫的海外配送訂單。<0>請更改為海外配送地址。</0>,从{{str}}出库的海外配送订单。<0>请更改为海外配送地址。</0>,"Este pedido se enviará desde {{str}}. <0>Por favor, actualiza tu dirección de envío para envíos internacionales.</0>",Đây là đơn hàng quốc tế được vận chuyển từ {{str}}. <0>Vui lòng đổi địa chỉ giao hàng sang địa chỉ nước ngoài.</0>,{{str}}에서 출고되는 해외 배송 주문입니다. <0>해외 배송용 주소지로 변경해주세요.</0>,This order will be shipped from {{str}}. <0>Please update your shipping address for international shipping.</0>,{{str}}から出荷される海外配送注文です。<0>海外配送用の住所に変更してください。</0>,從{{str}}出庫的海外配送訂單。<0>請更改為海外配送地址。</0>,从{{str}}出库的海外配送订单。<0>请更改为海外配送地址。</0>,"Este pedido se enviará desde {{str}}. <0>Por favor, actualiza tu dirección de envío para envíos internacionales.</0>",Đây là đơn hàng quốc tế được vận chuyển từ {{str}}. <0>Vui lòng đổi địa chỉ giao hàng sang địa chỉ nước ngoài.</0>,,,,{{str}}から出荷される海外配送注文です。<0>海外配送用の住所に変更してください。</0>
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S01243,사용,에러,해당 국가/지역으로는 배송이 불가합니다. <0>배송지를 변경해주세요.</0>,Shipping to this country/region is unavailable. <0>Please update your shipping address.</0>,この国/地域には配送できません。<0>配送先を変更してください。</0>,該國家/地區無法配送。<0>請更改為海外配送地址。</0>,该国家/地区无法配送。<0>请更改为海外配送地址。</0>,"El envío a este país/región no está disponible. <0>Por favor, actualiza tu dirección de envío.</0>",Không thể giao hàng đến quốc gia/khu vực này. <0>Vui lòng đổi địa chỉ giao hàng.</0>,해당 국가/지역으로는 배송이 불가합니다. <0>배송지를 변경해주세요.</0>,Shipping to this country/region is unavailable. <0>Please update your shipping address.</0>,この国/地域には配送できません。<0>配送先を変更してください。</0>,該國家/地區無法配送。<0>請更改為海外配送地址。</0>,该国家/地区无法配送。<0>请更改为海外配送地址。</0>,"El envío a este país/región no está disponible. <0>Por favor, actualiza tu dirección de envío.</0>",Không thể giao hàng đến quốc gia/khu vực này. <0>Vui lòng đổi địa chỉ giao hàng.</0>,,,,この国/地域には配送できません。<0>配送先を変更してください。</0>
S_SHO_CO_01,[User] SHOP > 홈 > 결제 (Check-out),S01244,사용,에러,배송 가능 무게를 초과했습니다. 수량 및 무게 확인 후 다시 주문해주세요.,You've exceeded the maximum shipping weight. Please adjust quantity and try again.,配送可能な重量を超えました。数量と重量を確認してからもう一度注文し直してください。,超出了配送重量。確認數量及重量後再下單。,超出了配送重量。确认数量及重量后再下单。,"Has superado el peso máximo para envíos. Por favor, ajusta la cantidad e inténtalo de nuevo.","Đã vượt quá khối lượng vận chuyển cho phép. Vui lòng kiểm tra lại số lượng và khối lượng, sau đó đặt hàng lại.",배송 가능 무게를 초과했습니다. 수량 및 무게 확인 후 다시 주문해주세요.,You've exceeded the maximum shipping weight. Please adjust quantity and try again.,配送可能な重量を超えました。数量と重量を確認してからもう一度注文し直してください。,超出了配送重量。確認數量及重量後再下單。,超出了配送重量。确认数量及重量后再下单。,"Has superado el peso máximo para envíos. Por favor, ajusta la cantidad e inténtalo de nuevo.","Đã vượt quá khối lượng vận chuyển cho phép. Vui lòng kiểm tra lại số lượng và khối lượng, sau đó đặt hàng lại.",,,,配送可能な重量を超えました。数量と重量を確認してからもう一度注文し直してください。
S_SHO_CO_01,[User] SHOP > 체크아웃,S01245,미사용,,필수 선택 항목이에요,This is a required field,必須選択項目です。,這是必選項。,这是必选项。,Éste es un campo obligatorio,Đây là mục bắt buộc.,필수 선택 항목이에요,This is a required field,必須選択項目です。,這是必選項。,这是必选项。,Éste es un campo obligatorio,Đây là mục bắt buộc.,,,,必須選択項目です
-,[User] 쿠키 설정 팝업 > 쿠키 설정 > 쿠키 정책,S01246,사용,일반,쿠키 정책,Cookie policy,クッキーポリシー,cookie政策,cookie政策,Política de cookies,Chính sách Cookie,쿠키 정책,Cookie policy,クッキーポリシー,cookie政策,cookie政策,Política de cookies,Chính sách Cookie,,,,クッキーポリシー
-,[User] 쿠키 설정 팝업 > 쿠키 설정 > 쿠키 정책,S01247,사용,일반,쿠키 설정,Cookie settings,クッキー設定,cookie設置,cookie设置,Configuración de las cookies,Cài đặt cookie,쿠키 설정,Cookie settings,クッキー設定,cookie設置,cookie设置,Configuración de las cookies,Cài đặt cookie,,,,クッキー設定
-,[User] 쿠키 설정 팝업 > 쿠키 설정 > 쿠키 정책,S01248,사용,일반,전체 쿠키 허용,Allow all cookies,すべてのクッキーを承認する,全部cookie許可,全部cookie许可,Permitir todas las cookies,Cho phép tất cả cookie,전체 쿠키 허용,Allow all cookies,すべてのクッキーを承認する,全部cookie許可,全部cookie许可,Permitir todas las cookies,Cho phép tất cả cookie,,,,すべてのクッキーを承認する
S_SHO_HM_00,[User] SHOP > 홈,S01249,미사용,,상품,Products,商品,商品,商品,Productos,Sản phẩm,상품,Products,商品,商品,商品,Productos,Sản phẩm,,,,
S_SHO_HM_00,[User] SHOP > 홈,S01250,미사용,,멤버십&이용권,Vouchers & Memberships,メンバーシップ＆利用券,會員資格和使用券,会员资格和使用券,Vales y suscripciones,Tư cách thành viên & Quyền sử dụng,멤버십&이용권,Vouchers & Memberships,メンバーシップ＆利用券,會員資格和使用券,会员资格和使用券,Vales y suscripciones,Tư cách thành viên & Quyền sử dụng,,,,メンバーシップ＆利用券
S_SHO_HM_00,[User] SHOP > 홈,S01251,사용,일반,멤버십 전용,Membership only,メンバーシップ専用,會員專用,会员专用,Sólo membresías,Chỉ dành cho thành viên,멤버십 전용,Membership only,メンバーシップ専用,會員專用,会员专用,Sólo membresías,Chỉ dành cho thành viên,,,멤버십 전용,メンバーシップ専用
S_SHO_HM_00,[User] SHOP > 홈,S01252,미사용,,기간별 이용,For Limited-Time,期間別利用,定期使用,定期使用,Por tiempo limitado,Sử dụng theo kỳ hạn,기간별 이용,For Limited-Time,期間別利用,定期使用,定期使用,Por tiempo limitado,Sử dụng theo kỳ hạn,,,,期間別利用
S_SHO_HM_00,[User] SHOP > 홈,S01255,사용,일반,일시 품절,Temporarily sold out,一時売り切れ,暫時脫銷,暂时脱销,Temporalmente agotado,Tạm thời hết hàng,일시 품절,Temporarily sold out,一時売り切れ,暫時脫銷,暂时脱销,Temporalmente agotado,Tạm thời hết hàng,,,,一時売り切れ
S_SHO_HM_00,[User] SHOP > 홈,S01257,사용,일반,상품을 준비 중이에요.,Products are being prepared.,商品を準備しています。,正在準備商品。,正在准备商品。,Preparando nuevos productos. ¡Vuelve pronto!,Đang chuẩn bị sản phẩm.,상품을 준비 중이에요.,Products are being prepared.,商品を準備しています。,正在準備商品。,正在准备商品。,Preparando nuevos productos. ¡Vuelve pronto!,Đang chuẩn bị sản phẩm.,,,,商品を準備しています
S_SHO_HM_00,[User] SHOP > 홈,S01258,미사용,,SHOP을 준비하고 있어요,SHOP is being prepared. ,SHOPを準備しています。,正在準備商店。,正在准备商店。,Tienda en construcción ¡Vuelve pronto!,Chúng tôi đang chuẩn bị SHOP!,SHOP을 준비하고 있어요,SHOP is being prepared. ,SHOPを準備しています。,正在準備商店。,正在准备商店。,Tienda en construcción ¡Vuelve pronto!,Chúng tôi đang chuẩn bị SHOP!,,,,SHOPを準備しています。
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01259,사용,일반,(세금 포함가),(Includes tax),(税込),(包括稅金在內),(包括税金在内),(Incluye impuestos),(Đã bao gồm thuế),(세금 포함가),(Includes tax),(税込),(包括稅金在內),(包括税金在内),(Incluye impuestos),(Đã bao gồm thuế),,,,(税込)
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01260,사용,일반,적립 포인트,Rewards points,獲得ポイント,賺取積分,赚取积分,Puntos de recompensa,Điểm tích lũy,적립 포인트,Rewards points,獲得ポイント,賺取積分,赚取积分,Puntos de recompensa,Điểm tích lũy,,,,獲得予定ポイント
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01261,사용,일반,배송 정보,Shipping information,配送情報,配送信息,配送信息,Información de envío,Thông tin giao hàng,배송 정보,Shipping information,配送情報,配送信息,配送信息,Información de envío,Thông tin giao hàng,,,,配送情報
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01262,사용,일반,출고 이후 {{num}}영업일 소요 예상,Estimated shipping time: {{num}} business days,出荷後{{num}}営業日程度,出貨後約{{num}}個工作天,发货后约{{num}}个工作日,Tiempo estimado de envío: {{num}} días laborables,Thời gian giao hàng dự kiến: {{num}} ngày làm việc,출고 이후 {{num}}영업일 소요 예상,Estimated shipping time: {{num}} business days,出荷後{{num}}営業日程度,出貨後約{{num}}個工作天,发货后约{{num}}个工作日,Tiempo estimado de envío: {{num}} días laborables,Thời gian giao hàng dự kiến: {{num}} ngày làm việc,,,,営業日基準{{num}}日程度の予定
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01263,사용,일반,국내·해외 배송이 가능한 상품이에요,This product can be shipped domestically or internationally,国内・海外配送可能な商品です。,該商品韓國國內或海外均可配送。,该商品韩国国内或海外均可配送。,Este producto se puede enviar a nivel nacional o internacional,Sản phẩm có thể được giao trong và ngoài nước.,국내·해외 배송이 가능한 상품이에요,This product can be shipped domestically or internationally,国内・海外配送可能な商品です。,該商品韓國國內或海外均可配送。,该商品韩国国内或海外均可配送。,Este producto se puede enviar a nivel nacional o internacional,Sản phẩm có thể được giao trong và ngoài nước.,,,,国内・海外配送可能な商品です
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01264,사용,일반,해외 배송만 가능한 상품이에요,International shipping only,海外配送のみ可能な商品です。,該商品僅支持海外配送。,该商品仅支持海外配送。,Sólo envíos internacionales,Đây là sản phẩm chỉ có thể vận chuyển ra nước ngoài.,해외 배송만 가능한 상품이에요,International shipping only,海外配送のみ可能な商品です。,該商品僅支持海外配送。,该商品仅支持海外配送。,Sólo envíos internacionales,Đây là sản phẩm chỉ có thể vận chuyển ra nước ngoài.,,,,海外配送のみ可能な商品です
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01265,사용,일반,국내 배송만 가능한 상품이에요,Domestic shipping only,国内配送のみ可能な商品です。,該商品僅支持韓國國內配送。,该商品仅支持韩国国内配送。,Sólo envíos nacionales,Sản phẩm chỉ có thể giao hàng trong nước.,국내 배송만 가능한 상품이에요,Domestic shipping only,国内配送のみ可能な商品です。,該商品僅支持韓國國內配送。,该商品仅支持韩国国内配送。,Sólo envíos nacionales,Sản phẩm chỉ có thể giao hàng trong nước.,,,,国内配送のみ可能な商品です
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01266,사용,일반,상세 배송 옵션,View detailed shipping options,配送オプションの詳細,詳細的配送選項,详细的配送选项,Ver opciones de envío detalladas,Tùy chọn giao hàng chi tiết,상세 배송 옵션,View detailed shipping options,配送オプションの詳細,詳細的配送選項,详细的配送选项,Ver opciones de envío detalladas,Tùy chọn giao hàng chi tiết,,,,配送オプションの詳細
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01267,사용,일반,국내 배송,Domestic shipping,国内配送,韓國國內配送,韩国国内配送,Envío nacional,Giao hàng nội địa,국내 배송,Domestic shipping,国内配送,韓國國內配送,韩国国内配送,Envío nacional,Giao hàng nội địa,,,,国内配送
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01268,사용,일반,해외 배송,International shipping,海外配送,海外配送,海外配送,Envío internacional,Giao hàng quốc tế,해외 배송,International shipping,海外配送,海外配送,海外配送,Envío internacional,Giao hàng quốc tế,,,,海外配送
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01269,미사용,,상세 정보,Details,詳細,詳細資訊,详细信息,Detalles,Chi tiết,상세 정보,Details,詳細,詳細資訊,详细信息,Detalles,Chi tiết,,,,詳細
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01270,사용,버튼,구매하기,Order Now,購入する,購買,购买,Comprar,Mua ngay,구매하기,Order Now,購入する,購買,购买,Comprar,Mua ngay,,구매하기,,購入する
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01272,사용,일반,일시 품절,Temporarily sold out,一時売り切れ,暫時脫銷,暂时脱销,Temporalmente agotado,Tạm thời hết hàng,일시 품절,Temporarily sold out,一時売り切れ,暫時脫銷,暂时脱销,Temporalmente agotado,Tạm thời hết hàng,,,,一時売り切れ
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01275,사용,일반,구매 가능 수량 초과,Maximum order limit exceeded,購入可能数を超過,超過可購買數量,超过可购买数量,Límite máximo de pedidos excedido,Vượt quá số lượng mua hàng cho phép.,구매 가능 수량 초과,Maximum order limit exceeded,購入可能数を超過,超過可購買數量,超过可购买数量,Límite máximo de pedidos excedido,Vượt quá số lượng mua hàng cho phép.,,,,購入可能数を超過
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01276,사용,일반,장바구니,Add to Cart,カート,購物車,购物车,Carrito de la compra,Giỏ hàng,장바구니,Add to Cart,カート,購物車,购物车,Carrito de la compra,Giỏ hàng,,장바구니,,カート
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01277,사용,일반,바로 구매,Order Now,今すぐ購入,立即購買,立即购买,Comprar,Mua ngay,바로 구매,Order Now,今すぐ購入,立即購買,立即购买,Comprar,Mua ngay,,,,今すぐ購入
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01278,사용,일반,{{str}} 선택,Select {{str}},{{str}}選択,{{str}} 選擇,{{str}} 选择,Seleccionar {{str}},Chọn {{str}},{{str}} 선택,Select {{str}},{{str}}選択,{{str}} 選擇,{{str}} 选择,Seleccionar {{str}},Chọn {{str}},,,,{{str}}選択
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01279,미사용,,{{str}} 선택,Choose {{str}},{{str}}選択,{{str}} 選擇,{{str}} 选择,Seleccionar {{str}},Chọn {{str}},{{str}} 선택,Choose {{str}},{{str}}選択,{{str}} 選擇,{{str}} 选择,Seleccionar {{str}},Chọn {{str}},,,,{{str}}選択
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01281,미사용,,상품을 장바구니에 담았어요,Added to cart,商品をカートに入れました。,把商品加入購物車。,把商品加入购物车。,Agregado al carrito de compras,Đã thêm sản phẩm vào giỏ hàng,상품을 장바구니에 담았어요,Added to cart,商品をカートに入れました。,把商品加入購物車。,把商品加入购物车。,Agregado al carrito de compras,Đã thêm sản phẩm vào giỏ hàng,,,,商品をカートに入れました
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01282,사용,에러,1인당 {{num}}개까지 구매할 수 있어요.,Limit {{num}} per person,1人あたり{{num}}個までごご購入いただけます。,每人僅限購買{{num}}件。,每人只能购买{{num}}个。,Límite de {{num}} por persona,Bạn có thể mua tối đa {{num}} sản phẩm mỗi người.,1인당 {{num}}개까지 구매할 수 있어요.,Limit {{num}} per person,1人あたり{{num}}個までごご購入いただけます。,每人僅限購買{{num}}件。,每人只能购买{{num}}个。,Límite de {{num}} por persona,Bạn có thể mua tối đa {{num}} sản phẩm mỗi người.,,,,1人あたり{{num}}個までごご購入いただけます。
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01283,사용,에러,1인당 각 옵션별로 {{num}}개까지 구매할 수 있어요.,Options limit {{num}} per person,各オプションごとに１人あたり{{num}}個までご購入いただけます。,每人只能購買{{num}}個。,每人只能购买{{num}}个。,Opciones de límite de {{num}} por persona,Bạn có thể mua tối đa {{num}} sản phẩm cho mỗi lựa chọn/người.,1인당 각 옵션별로 {{num}}개까지 구매할 수 있어요.,Options limit {{num}} per person,各オプションごとに１人あたり{{num}}個までご購入いただけます。,每人只能購買{{num}}個。,每人只能购买{{num}}个。,Opciones de límite de {{num}} por persona,Bạn có thể mua tối đa {{num}} sản phẩm cho mỗi lựa chọn/người.,,,,各オプション別に１人あたり{{num}}個までご購入いただけます。
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01284,사용,에러,한 번에 {{num}}개까지 구매할 수 있어요.,Limit {{num}} per purchase,一度に{{num}}個までご購入できます。,每次最多購買{{num}}個。,每次最多购买{{num}}个。,Limitado a {{num}} por compra,Bạn có thể mua tối đa {{num}} món hàng cùng một lúc.,한 번에 {{num}}개까지 구매할 수 있어요.,Limit {{num}} per purchase,一度に{{num}}個までご購入できます。,每次最多購買{{num}}個。,每次最多购买{{num}}个。,Limitado a {{num}} por compra,Bạn có thể mua tối đa {{num}} món hàng cùng một lúc.,,,,一度に{{num}}個までご購入できます
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01285,사용,에러,최소 구매 수량은 1개에요.,The minimum order quantity is 1,最低購入可能数は1個です。,最少購買一個。,最少购买一个。,La cantidad mínima de pedidos es 1,Số lượng mua tối thiểu là 1.,최소 구매 수량은 1개에요.,The minimum order quantity is 1,最低購入可能数は1個です。,最少購買一個。,最少购买一个。,La cantidad mínima de pedidos es 1,Số lượng mua tối thiểu là 1.,,,,最低購入可能数は1個です
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01286,사용,에러,1인당 {{num}}개까지 구매할 수 있어요.,Limit {{num}} per person,1人あたり{{num}}個までご購入いただけます。,每人最多購買{{num}}個。,每人最多购买{{num}}个。,Limitado a {{num}} por persona,Bạn có thể mua tối đa {{num}} sản phẩm mỗi người.,1인당 {{num}}개까지 구매할 수 있어요.,Limit {{num}} per person,1人あたり{{num}}個までご購入いただけます。,每人最多購買{{num}}個。,每人最多购买{{num}}个。,Limitado a {{num}} por persona,Bạn có thể mua tối đa {{num}} sản phẩm mỗi người.,,,,1人あたり{{num}}個までご購入いただけます。
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01287,미사용,,기존 구매 이력이 있어 {{num}}개만 구매할 수 있어요,You have purchased this product before. Limit {{num}} per person.,過去に購入履歴があるため、{{num}}個のみご購入できます。,有購買記錄，只能購買{{num}}個。,有购买记录，只能购买{{num}}个。,Ya has comprado este producto antes. Limitado a {{num}} por persona.,"Bạn đã có lịch sử mua hàng, nên chỉ có thể mua tối đa {{num}} sản phẩm.",기존 구매 이력이 있어 {{num}}개만 구매할 수 있어요,You have purchased this product before. Limit {{num}} per person.,過去に購入履歴があるため、{{num}}個のみご購入できます。,有購買記錄，只能購買{{num}}個。,有购买记录，只能购买{{num}}个。,Ya has comprado este producto antes. Limitado a {{num}} por persona.,"Bạn đã có lịch sử mua hàng, nên chỉ có thể mua tối đa {{num}} sản phẩm.",,,,過去に購入履歴があるため、{{num}}個のみご購入できます
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01288,사용,에러,1인당 각 옵션별로 {{num}}개까지 구매할 수 있어요.,Options limit {{num}} per person,1人あたり{{num}}個までご購入いただけます。,每人每個選項最多購買{{num}}個。,每人每个选项最多购买{{num}}个。,Opciones de límite de {{num}} por persona,Bạn có thể mua tối đa {{num}} sản phẩm cho mỗi lựa chọn/người.,1인당 각 옵션별로 {{num}}개까지 구매할 수 있어요.,Options limit {{num}} per person,1人あたり{{num}}個までご購入いただけます。,每人每個選項最多購買{{num}}個。,每人每个选项最多购买{{num}}个。,Opciones de límite de {{num}} por persona,Bạn có thể mua tối đa {{num}} sản phẩm cho mỗi lựa chọn/người.,,,,1人あたり{{num}}個までご購入いただけます。
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01289,미사용,,기존 구매 이력이 있어 해당 옵션은 {{num}}개만 구매할 수 있어요,You have purchased this option before. Limit {{num}} per person.,過去に購入履歴があるため、該当のオプションは{{num}}個のみご購入いただけます。,有購買記錄，相應選項只能購買{{num}}個。,有购买记录，相应选项只能购买{{num}}个。,Ya has comprado esta opción antes. Limitado a {{num}} por persona.,Bạn chỉ có thể mua {{num}} mặt hàng cho lựa chọn này do lịch sử mua hàng trước đó.,기존 구매 이력이 있어 해당 옵션은 {{num}}개만 구매할 수 있어요,You have purchased this option before. Limit {{num}} per person.,過去に購入履歴があるため、該当のオプションは{{num}}個のみご購入いただけます。,有購買記錄，相應選項只能購買{{num}}個。,有购买记录，相应选项只能购买{{num}}个。,Ya has comprado esta opción antes. Limitado a {{num}} por persona.,Bạn chỉ có thể mua {{num}} mặt hàng cho lựa chọn này do lịch sử mua hàng trước đó.,,,,過去に購入履歴があるため、該当のオプションは{{num}}個のみご購入いただけます
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01290,사용,에러,이미 선택한 옵션이에요. 수량을 조정해주세요.,This option is already in your cart. Please adjust the quantity.,すでに選択したオプションです。数量を調整してください。,重複選擇該選項。請調整數量。,重复选择该选项。请调整数量。,"Esta opción ya está en tu carrito. Por favor, ajusta la cantidad.",Bạn đã chọn tùy chọn này rồi. Vui lòng điều chỉnh số lượng.,이미 선택한 옵션이에요. 수량을 조정해주세요.,This option is already in your cart. Please adjust the quantity.,すでに選択したオプションです。数量を調整してください。,重複選擇該選項。請調整數量。,重复选择该选项。请调整数量。,"Esta opción ya está en tu carrito. Por favor, ajusta la cantidad.",Bạn đã chọn tùy chọn này rồi. Vui lòng điều chỉnh số lượng.,,,,すでに選択したオプションです。数量を調整してください。
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01291,사용,에러,해당 옵션의 구매 가능 수량을 초과했어요. 다른 옵션을 선택해주세요.,Option limit exceeded. Please choose another option.,該当のオプションの購入可能数を超えました。他のオプションを選択してください。,超過了該選項的可購買數量。請選擇其他選項。,超过了该选项的可购买数量。请选择其他选项。,"Se ha excedido el límite de la opción. Por favor, selecciona otra opción.",Số lượng mua cho tùy chọn này đã vượt quá giới hạn. Vui lòng chọn một tùy chọn khác.,해당 옵션의 구매 가능 수량을 초과했어요. 다른 옵션을 선택해주세요.,Option limit exceeded. Please choose another option.,該当のオプションの購入可能数を超えました。他のオプションを選択してください。,超過了該選項的可購買數量。請選擇其他選項。,超过了该选项的可购买数量。请选择其他选项。,"Se ha excedido el límite de la opción. Por favor, selecciona otra opción.",Số lượng mua cho tùy chọn này đã vượt quá giới hạn. Vui lòng chọn một tùy chọn khác.,,,,該当のオプションの購入可能数を超えました。他のオプションを選択してください。
S_SHO_PD_01,[User] SHOP > 홈 > 상품 상세,S01292,사용,에러,한 번에 최대 {{num}}개까지 구매할 수 있어요. 상품 삭제 후 다시 선택해주세요.,Limit {{num}} per purchase. Please choose a different product.,一度に最大{{num}}個までご購入いただけます。商品削除後にもう一度選択してください。,每次最多購買{{num}}個。請刪除商品後重新選擇。,每次最多购买{{num}}个。请删除商品后重新选择。,"Limitado a {{num}} por compra. Por favor, selecciona otro producto.",Bạn chỉ có thể mua tối đa {{num}} sản phẩm cùng lúc. Vui lòng xóa bớt sản phẩm và chọn lại.,한 번에 최대 {{num}}개까지 구매할 수 있어요. 상품 삭제 후 다시 선택해주세요.,Limit {{num}} per purchase. Please choose a different product.,一度に最大{{num}}個までご購入いただけます。商品削除後にもう一度選択してください。,每次最多購買{{num}}個。請刪除商品後重新選擇。,每次最多购买{{num}}个。请删除商品后重新选择。,"Limitado a {{num}} por compra. Por favor, selecciona otro producto.",Bạn chỉ có thể mua tối đa {{num}} sản phẩm cùng lúc. Vui lòng xóa bớt sản phẩm và chọn lại.,,,,一度に最大{{num}}個までご購入いただけます。商品削除後にもう一度選択してください。
